System information:
system name-> Linux; node name-> holy2c01215.rc.fas.harvard.edu; release-> 3.10.0-514.6.1.el7.x86_64; version-> #1 SMP Wed Jan 18 13:06:36 UTC 2017; machine-> x86_64

writing logs to: ../logs/for-census_c1s50ky0.25_6_train.out-curious_lb-with_prefix_perm_map-minor-removed=none-max_num_nodes=2000000000-c=0.0100000-v=progress,log-f=1000.txt

LEARNING RULE LIST via LOWER BOUND Prefix Map
min(objective): 0.34537 -> 0.32211, length: 1, cache size: 26
min(objective): 0.32211 -> 0.31643, length: 1, cache size: 28
before garbage_collect. num_nodes: 113, log10(remaining): 1
after garbage_collect. num_nodes: 113, log10(remaining): 1
min(objective): 0.31643 -> 0.31267, length: 2, cache size: 114
min(objective): 0.31267 -> 0.30209, length: 2, cache size: 115
min(objective): 0.30209 -> 0.29649, length: 2, cache size: 123
before garbage_collect. num_nodes: 214, log10(remaining): 1
after garbage_collect. num_nodes: 214, log10(remaining): 1
min(objective): 0.29649 -> 0.29253, length: 2, cache size: 224
before garbage_collect. num_nodes: 315, log10(remaining): 1
after garbage_collect. num_nodes: 315, log10(remaining): 1
min(objective): 0.29253 -> 0.29147, length: 2, cache size: 510
min(objective): 0.29147 -> 0.28675, length: 2, cache size: 516
min(objective): 0.28675 -> 0.28311, length: 2, cache size: 518
min(objective): 0.28311 -> 0.28045, length: 2, cache size: 519
before garbage_collect. num_nodes: 606, log10(remaining): 1
after garbage_collect. num_nodes: 606, log10(remaining): 1
min(objective): 0.28045 -> 0.27982, length: 4, cache size: 30905
min(objective): 0.27982 -> 0.27926, length: 4, cache size: 30907
min(objective): 0.27926 -> 0.27580, length: 4, cache size: 30908
before garbage_collect. num_nodes: 30967, log10(remaining): 1
after garbage_collect. num_nodes: 30967, log10(remaining): 1
min(objective): 0.27580 -> 0.27546, length: 4, cache size: 112688
before garbage_collect. num_nodes: 112741, log10(remaining): 1
after garbage_collect. num_nodes: 112741, log10(remaining): 1
min(objective): 0.27546 -> 0.26266, length: 3, cache size: 173337
before garbage_collect. num_nodes: 173387, log10(remaining): 1
after garbage_collect. num_nodes: 173387, log10(remaining): 1
iter: 10000, tree: 325544, queue: 316688, pmap: 313616, log10(remaining): 1, time elapsed: 5.876418
iter: 2180000, tree: 347382, queue: 208092, pmap: 2103489, log10(remaining): 1, time elapsed: 693.559193
iter: 2190000, tree: 331114, queue: 198021, pmap: 2103489, log10(remaining): 1, time elapsed: 696.412123
iter: 2200000, tree: 313319, queue: 187928, pmap: 2103489, log10(remaining): 1, time elapsed: 699.243069
iter: 2210000, tree: 294785, queue: 177807, pmap: 2103489, log10(remaining): 1, time elapsed: 702.067306
iter: 2220000, tree: 277106, queue: 167709, pmap: 2103489, log10(remaining): 1, time elapsed: 704.926019
iter: 2230000, tree: 258397, queue: 157611, pmap: 2103489, log10(remaining): 1, time elapsed: 707.765340
iter: 2240000, tree: 240147, queue: 147440, pmap: 2103489, log10(remaining): 1, time elapsed: 710.616129
iter: 2250000, tree: 220113, queue: 137342, pmap: 2103489, log10(remaining): 1, time elapsed: 713.451600
iter: 2260000, tree: 201223, queue: 127203, pmap: 2103489, log10(remaining): 1, time elapsed: 716.297494
iter: 2270000, tree: 181190, queue: 117083, pmap: 2103489, log10(remaining): 1, time elapsed: 719.124941
iter: 2280000, tree: 160287, queue: 106937, pmap: 2103489, log10(remaining): 1, time elapsed: 722.024356
iter: 2290000, tree: 138194, queue: 96835, pmap: 2103489, log10(remaining): 1, time elapsed: 724.839013
iter: 2300000, tree: 115194, queue: 86724, pmap: 2103489, log10(remaining): 1, time elapsed: 727.673677
iter: 2310000, tree: 89948, queue: 76637, pmap: 2103489, log10(remaining): 1, time elapsed: 730.489545
iter: 2317013, tree: 642, queue: 0, pmap: 2103489, log10(remaining): 1, time elapsed: 732.504800
Exited because queue empty
TREE mem usage: 259536020
PMAP mem usage: 201149438
QUEUE mem usage: 16777216
Writing queue elements to: queue.txt
Deleting queue elements and corresponding nodes in the cache,since they may not be reachable by the tree's destructor

minimum objective: 0.2569826983
minimum lower bound in queue: 1.0000000000

final num_nodes: 642
final num_evaluated: 377385
final min_objective: 0.25698
final accuracy: 0.77302

OPTIMAL RULE LIST
if ({dHours<40:not-1}) then ({dRpincome:1})
else if ({dAge<50:not-1}) then ({dRpincome:not-1})
else if ({dHour89=0:1}) then ({dRpincome:1})
else ({dRpincome:not-1})

writing optimal rule list to: ../logs/for-census_c1s50ky0.25_6_train.out-curious_lb-with_prefix_perm_map-minor-removed=none-max_num_nodes=2000000000-c=0.0100000-v=progress,log-f=1000-opt.txt

final total time: 732.509148

delete identical points indicator
delete rules
delete labels
tree destructors
